Sr.,Year,Institute,Program,Duration,Degree,Category,Pool,Opening,Closing
968,2022,IIT-Kharagpur,Mining Safety Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,2263,2450
969,2022,IIT-Kharagpur,Mining Safety Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3837,3837
970,2022,IIT-Kharagpur,Mining Safety Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1108,1108
971,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,GEN,Gender-Neutral,6846,8355
972,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,GEN,Female-Only,13783,15927
973,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1345,1453
974,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,GEN-EWS,Female-Only,3130,3130
975,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3157,3620
976,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,OBC-NCL,Female-Only,7556,7719
977,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,SC,Gender-Neutral,1895,2024
978,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,SC,Female-Only,3185,3185
979,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,ST,Gender-Neutral,973,1032
980,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,ST,Female-Only,1400,1400
981,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,8221,9383
982,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,15162,16710
983,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,1565,1703
984,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,3637,3637
985,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,3337,3785
986,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,7919,8125
987,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,2138,2325
988,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3313,3313
989,2022,IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1124,1273
990,2022,IIT-Kharagpur,Physics,4 Years,BSc,GEN,Gender-Neutral,4993,8366
991,2022,IIT-Kharagpur,Physics,4 Years,BSc,GEN,Female-Only,14043,17376
992,2022,IIT-Kharagpur,Physics,4 Years,BSc,GEN-EWS,Gender-Neutral,1658,1922
993,2022,IIT-Kharagpur,Physics,4 Years,BSc,GEN-EWS,Female-Only,3499,3499
994,2022,IIT-Kharagpur,Physics,4 Years,BSc,OBC-NCL,Gender-Neutral,3328,4052
995,2022,IIT-Kharagpur,Physics,4 Years,BSc,OBC-NCL,Female-Only,8173,8373
996,2022,IIT-Kharagpur,Physics,4 Years,BSc,SC,Gender-Neutral,1958,2536
997,2022,IIT-Kharagpur,Physics,4 Years,BSc,SC,Female-Only,3444,3444
998,2022,IIT-Kharagpur,Physics,4 Years,BSc,ST,Gender-Neutral,1193,1327
999,2022,IIT-Kharagpur,Physics,4 Years,BSc,ST,Female-Only,205 - P,205 - P
1000,2022,IIT-Hyderabad,Artificial Intelligence,4 Years,B.Tech,GEN,Gender-Neutral,619,840
1001,2022,IIT-Kharagpur,Mining Engineering,4 Years,B.Tech,SC,Gender-Neutral,1743,2059
1002,2022,IIT-Kharagpur,Mining Engineering,4 Years,B.Tech,SC,Female-Only,3015,3123
1003,2022,IIT-Kharagpur,Mining Engineering,4 Years,B.Tech,ST,Gender-Neutral,800,1004
1004,2022,IIT-Kharagpur,Mining Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,324,427
1005,2022,IIT-Hyderabad,Artificial Intelligence,4 Years,B.Tech,OBC-NCL,Female-Only,646,720
1006,2022,IIT-Hyderabad,Artificial Intelligence,4 Years,B.Tech,SC,Gender-Neutral,181,216
1007,2022,IIT-Hyderabad,Artificial Intelligence,4 Years,B.Tech,SC,Female-Only,610,610
1008,2022,IIT-Hyderabad,Artificial Intelligence,4 Years,B.Tech,ST,Gender-Neutral,82,95
1009,2022,IIT-Hyderabad,Biomedical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,6795,9840
1010,2022,IIT-Hyderabad,Biomedical Engineering,4 Years,B.Tech,GEN,Female-Only,11785,12043
1011,2022,IIT-Hyderabad,Biomedical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1859,1916
1012,2022,IIT-Hyderabad,Biomedical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3322,3656
1013,2022,IIT-Hyderabad,Biomedical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,5618,5618
1014,2022,IIT-Hyderabad,Biomedical Engineering,4 Years,B.Tech,SC,Gender-Neutral,1867,2140
1015,2022,IIT-Hyderabad,Biomedical Engineering,4 Years,B.Tech,SC,Female-Only,2698,2698
1016,2022,IIT-Hyderabad,Biomedical Engineering,4 Years,B.Tech,ST,Gender-Neutral,944,944
1017,2022,IIT-Hyderabad,Biotechnology and Bioinformatics,4 Years,B.Tech,GEN,Gender-Neutral,7545,9150
1018,2022,IIT-Hyderabad,Biotechnology and Bioinformatics,4 Years,B.Tech,GEN,Female-Only,10714,10714
1019,2022,IIT-Hyderabad,Biotechnology and Bioinformatics,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1697,1697
1020,2022,IIT-Hyderabad,Biotechnology and Bioinformatics,4 Years,B.Tech,GEN-EWS,Female-Only,2914,2914
1021,2022,IIT-Hyderabad,Biotechnology and Bioinformatics,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3270,3645
1022,2022,IIT-Hyderabad,Biotechnology and Bioinformatics,4 Years,B.Tech,OBC-NCL,Female-Only,5893,5893
1023,2022,IIT-Hyderabad,Biotechnology and Bioinformatics,4 Years,B.Tech,SC,Gender-Neutral,1829,1903
1024,2022,IIT-Hyderabad,Biotechnology and Bioinformatics,4 Years,B.Tech,ST,Gender-Neutral,939,939
1025,2022,IIT-Hyderabad,Chemical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,4495,6822
1026,2022,IIT-Hyderabad,Chemical Engineering,4 Years,B.Tech,GEN,Female-Only,10056,11329
1027,2022,IIT-Hyderabad,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1075,1216
1028,2022,IIT-Hyderabad,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1723,1723
1029,2022,IIT-Hyderabad,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2480,2915
1030,2022,IIT-Hyderabad,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,5247,5494
1031,2022,IIT-Hyderabad,Chemical Engineering,4 Years,B.Tech,SC,Gender-Neutral,1464,1639
1032,2022,IIT-Hyderabad,Chemical Engineering,4 Years,B.Tech,SC,Female-Only,1285,1285
1033,2022,IIT-Hyderabad,Chemical Engineering,4 Years,B.Tech,ST,Gender-Neutral,689,880
1034,2022,IIT-Hyderabad,Chemical Engineering,4 Years,B.Tech,ST,Female-Only,877,877
1035,2022,IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,GEN,Gender-Neutral,6816,8716
1036,2022,IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,GEN,Female-Only,12078,14090
1037,2022,IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1177,1388
1038,2022,IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2307,2307
1039,2022,IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2820,3413
1040,2022,IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,5117,5606
1041,2022,IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,SC,Gender-Neutral,1556,1732
1042,2022,IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,SC,Female-Only,2229,2461
1043,2022,IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,ST,Gender-Neutral,519,629
1044,2022,IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,ST,Female-Only,859,859
1045,2022,IIT-Hyderabad,Computational Engineering,4 Years,B.Tech,GEN,Gender-Neutral,1212,1633
1046,2022,IIT-Hyderabad,Computational Engineering,4 Years,B.Tech,GEN,Female-Only,3260,3260
1047,2022,IIT-Hyderabad,Computational Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,83,83
1048,2022,IIT-Hyderabad,Computational Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,268,268
1049,2022,IIT-Hyderabad,Computational Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,964,964
1050,2022,IIT-Hyderabad,Computational Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,863,934
1051,2022,IIT-Hyderabad,Artificial Intelligence,4 Years,B.Tech,GEN,Female-Only,2194,2316
1052,2022,IIT-Hyderabad,Artificial Intelligence,4 Years,B.Tech,GEN-EWS,Gender-Neutral,92,98
1053,2022,IIT-Hyderabad,Artificial Intelligence,4 Years,B.Tech,GEN-EWS,Female-Only,362,362
1054,2022,IIT-Hyderabad,Artificial Intelligence,4 Years,B.Tech,OBC-NCL,Gender-Neutral,368,608
1055,2022,IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,GEN,Female-Only,631,1503
1056,2022,IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,19,19
1057,2022,IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,63,88
1058,2022,IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,174,174
1059,2022,IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,176,292
1060,2022,IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,320,514
1061,2022,IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,SC,Gender-Neutral,58,164
1062,2022,IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,SC,Female-Only,494,566
1063,2022,IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,SC-PWD,Gender-Neutral,2 - P,2 - P
1064,2022,IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,ST,Gender-Neutral,42,61
1065,2022,IIT-Hyderabad,Computer Science and Engineering,4 Years,B.Tech,ST,Female-Only,86,86
1066,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,1383,2466
1067,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,GEN,Female-Only,3004,5070
1068,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,82,82
1069,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,341,418
1070,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,612,612
1071,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,776,1119
1072,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,1639,1827
1073,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,OBC-NCL-PWD,Female-Only,59 - P,59 - P
1074,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,SC,Gender-Neutral,577,755
1075,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,SC,Female-Only,991,1077
1076,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,ST,Gender-Neutral,158,316
1077,2022,IIT-Hyderabad,Electrical Engineering,4 Years,B.Tech,ST,Female-Only,343,343
1078,2022,IIT-Hyderabad,Electrical Engineering - IC Design and Technology,4 Years,B.Tech,GEN,Gender-Neutral,1870,2582
1079,2022,IIT-Hyderabad,Electrical Engineering - IC Design and Technology,4 Years,B.Tech,GEN,Female-Only,4082,4772
1080,2022,IIT-Hyderabad,Electrical Engineering - IC Design and Technology,4 Years,B.Tech,GEN-PWD,Gender-Neutral,176,176
1081,2022,IIT-Hyderabad,Electrical Engineering - IC Design and Technology,4 Years,B.Tech,GEN-EWS,Gender-Neutral,468,500
1082,2022,IIT-Hyderabad,Electrical Engineering - IC Design and Technology,4 Years,B.Tech,OBC-NCL,Gender-Neutral,885,1124
1083,2022,IIT-Hyderabad,Electrical Engineering - IC Design and Technology,4 Years,B.Tech,OBC-NCL,Female-Only,2687,2687
1084,2022,IIT-Hyderabad,Electrical Engineering - IC Design and Technology,4 Years,B.Tech,SC,Gender-Neutral,530,699
1085,2022,IIT-Hyderabad,Electrical Engineering - IC Design and Technology,4 Years,B.Tech,SC,Female-Only,1686,1686
1086,2022,IIT-Hyderabad,Electrical Engineering - IC Design and Technology,4 Years,B.Tech,ST,Gender-Neutral,273,273
1087,2022,IIT-Hyderabad,Engineering Physics,4 Years,B.Tech,GEN,Gender-Neutral,2871,6196
1088,2022,IIT-Hyderabad,Engineering Physics,4 Years,B.Tech,GEN,Female-Only,9251,10587
1089,2022,IIT-Hyderabad,Engineering Physics,4 Years,B.Tech,GEN-EWS,Gender-Neutral,803,803
1090,2022,IIT-Hyderabad,Engineering Physics,4 Years,B.Tech,GEN-EWS,Female-Only,2927,2927
1091,2022,IIT-Hyderabad,Engineering Physics,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2227,3111
1092,2022,IIT-Hyderabad,Engineering Physics,4 Years,B.Tech,OBC-NCL,Female-Only,6551,7000
1093,2022,IIT-Hyderabad,Engineering Physics,4 Years,B.Tech,SC,Gender-Neutral,1924,2083
1094,2022,IIT-Hyderabad,Engineering Physics,4 Years,B.Tech,SC,Female-Only,2566,2566
1095,2022,IIT-Hyderabad,Engineering Physics,4 Years,B.Tech,ST,Gender-Neutral,947,977
1096,2022,IIT-Hyderabad,Engineering Science,4 Years,B.Tech,GEN,Gender-Neutral,2000,4207
1097,2022,IIT-Hyderabad,Engineering Science,4 Years,B.Tech,GEN,Female-Only,5319,7402
1098,2022,IIT-Hyderabad,Engineering Science,4 Years,B.Tech,GEN-EWS,Gender-Neutral,548,631
1099,2022,IIT-Hyderabad,Engineering Science,4 Years,B.Tech,GEN-EWS,Female-Only,1288,1288
1100,2022,IIT-Hyderabad,Engineering Science,4 Years,B.Tech,OBC-NCL,Gender-Neutral,948,2487
1101,2022,IIT-Hyderabad,Computational Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,1104,1104
1102,2022,IIT-Hyderabad,Computational Engineering,4 Years,B.Tech,SC,Gender-Neutral,617,682
1103,2022,IIT-Hyderabad,Engineering Science,4 Years,B.Tech,SC,Female-Only,1737,1737
1104,2022,IIT-Hyderabad,Engineering Science,4 Years,B.Tech,ST,Gender-Neutral,275,543
1105,2022,IIT-Hyderabad,Engineering Science,4 Years,B.Tech,ST,Female-Only,912,912
1106,2022,IIT-Hyderabad,Industrial Chemistry,4 Years,B.Tech,GEN,Gender-Neutral,8340,9304
1107,2022,IIT-Hyderabad,Industrial Chemistry,4 Years,B.Tech,GEN,Female-Only,13828,13828
1108,2022,IIT-Hyderabad,Industrial Chemistry,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1391,1391
1109,2022,IIT-Hyderabad,Industrial Chemistry,4 Years,B.Tech,GEN-EWS,Female-Only,3110,3110
1110,2022,IIT-Hyderabad,Industrial Chemistry,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3555,3795
1111,2022,IIT-Hyderabad,Industrial Chemistry,4 Years,B.Tech,OBC-NCL,Female-Only,7260,7260
1112,2022,IIT-Hyderabad,Industrial Chemistry,4 Years,B.Tech,SC,Gender-Neutral,1869,2255
1113,2022,IIT-Hyderabad,Industrial Chemistry,4 Years,B.Tech,ST,Gender-Neutral,992,992
1114,2022,IIT-Hyderabad,Materials Science and Metallurgical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,6981,8722
1115,2022,IIT-Hyderabad,Materials Science and Metallurgical Engineering,4 Years,B.Tech,GEN,Female-Only,13277,13850
1116,2022,IIT-Hyderabad,Materials Science and Metallurgical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1350,1374
1117,2022,IIT-Hyderabad,Materials Science and Metallurgical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2971,2971
1118,2022,IIT-Hyderabad,Materials Science and Metallurgical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3050,3506
1119,2022,IIT-Hyderabad,Materials Science and Metallurgical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,6355,7042
1120,2022,IIT-Hyderabad,Materials Science and Metallurgical Engineering,4 Years,B.Tech,SC,Gender-Neutral,1876,2123
1121,2022,IIT-Hyderabad,Materials Science and Metallurgical Engineering,4 Years,B.Tech,SC,Female-Only,2785,2785
1122,2022,IIT-Hyderabad,Materials Science and Metallurgical Engineering,4 Years,B.Tech,ST,Gender-Neutral,879,928
1123,2022,IIT-Hyderabad,Mathematics and Computing,4 Years,B.Tech,GEN,Gender-Neutral,658,1135
1124,2022,IIT-Hyderabad,Mathematics and Computing,4 Years,B.Tech,GEN,Female-Only,2546,2592
1125,2022,IIT-Hyderabad,Mathematics and Computing,4 Years,B.Tech,GEN-EWS,Gender-Neutral,147,159
1126,2022,IIT-Hyderabad,Mathematics and Computing,4 Years,B.Tech,OBC-NCL,Gender-Neutral,430,546
1127,2022,IIT-Hyderabad,Mathematics and Computing,4 Years,B.Tech,OBC-NCL,Female-Only,1079,1079
1128,2022,IIT-Hyderabad,Mathematics and Computing,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,18 - P,18 - P
1129,2022,IIT-Hyderabad,Mathematics and Computing,4 Years,B.Tech,SC,Gender-Neutral,200,342
1130,2022,IIT-Hyderabad,Mathematics and Computing,4 Years,B.Tech,SC,Female-Only,590,590
1131,2022,IIT-Hyderabad,Mathematics and Computing,4 Years,B.Tech,ST,Gender-Neutral,159,159
1132,2022,IIT-Hyderabad,Mechanical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,3273,5273
1133,2022,IIT-Hyderabad,Mechanical Engineering,4 Years,B.Tech,GEN,Female-Only,8388,10167
1134,2022,IIT-Hyderabad,Mechanical Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,184 - P,184 - P
1135,2022,IIT-Hyderabad,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,706,986
1136,2022,IIT-Hyderabad,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1965,1965
1137,2022,IIT-Hyderabad,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1221,2268
1138,2022,IIT-Hyderabad,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,4527,4887
1139,2022,IIT-Hyderabad,Mechanical Engineering,4 Years,B.Tech,SC,Gender-Neutral,878,1043
1140,2022,IIT-Hyderabad,Mechanical Engineering,4 Years,B.Tech,SC,Female-Only,2133,2243
1141,2022,IIT-Hyderabad,Mechanical Engineering,4 Years,B.Tech,ST,Gender-Neutral,525,590
1142,2022,IIT-Hyderabad,Mechanical Engineering,4 Years,B.Tech,ST,Female-Only,948,948
1143,2022,IIT-Jodhpur,Artificial Intelligence and Data Science,4 Years,B.Tech,GEN,Gender-Neutral,2509,3257
1144,2022,IIT-Jodhpur,Artificial Intelligence and Data Science,4 Years,B.Tech,GEN,Female-Only,5569,6475
1145,2022,IIT-Jodhpur,Artificial Intelligence and Data Science,4 Years,B.Tech,GEN-PWD,Gender-Neutral,172,172
1146,2022,IIT-Jodhpur,Artificial Intelligence and Data Science,4 Years,B.Tech,GEN-EWS,Gender-Neutral,399,456
1147,2022,IIT-Jodhpur,Artificial Intelligence and Data Science,4 Years,B.Tech,GEN-EWS,Female-Only,975,975
1148,2022,IIT-Jodhpur,Artificial Intelligence and Data Science,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1217,1398
1149,2022,IIT-Jodhpur,Artificial Intelligence and Data Science,4 Years,B.Tech,OBC-NCL,Female-Only,3191,3326
1150,2022,IIT-Jodhpur,Artificial Intelligence and Data Science,4 Years,B.Tech,SC,Gender-Neutral,667,986
1151,2022,IIT-Hyderabad,Engineering Science,4 Years,B.Tech,OBC-NCL,Female-Only,4215,4270
1152,2022,IIT-Hyderabad,Engineering Science,4 Years,B.Tech,SC,Gender-Neutral,1360,1576
1153,2022,IIT-Hyderabad,Engineering Science,4 Years,B.Tech,SC,Female-Only,1737,14993
1154,2022,IIT-Jodhpur,Bio Engineering,4 Years,B.Tech,GEN,Female-Only,15081,19464
1155,2022,IIT-Jodhpur,Bio Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,2075,2285
1156,2022,IIT-Jodhpur,Bio Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,3558,3784
1157,2022,IIT-Jodhpur,Bio Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,4854,5393
1158,2022,IIT-Jodhpur,Bio Engineering,4 Years,B.Tech,SC,Gender-Neutral,2627,2876
1159,2022,IIT-Jodhpur,Bio Engineering,4 Years,B.Tech,SC,Female-Only,3527,3869
1160,2022,IIT-Jodhpur,Bio Engineering,4 Years,B.Tech,ST,Gender-Neutral,1144,1396
1161,2022,IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,7808,11496
1162,2022,IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,GEN,Female-Only,15133,19173
1163,2022,IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1547,1734
1164,2022,IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2765,2765
1165,2022,IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3648,4534
1166,2022,IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,7041,7765
1167,2022,IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,SC,Gender-Neutral,2300,2516
1168,2022,IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,SC,Female-Only,3164,3164
1169,2022,IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,ST,Gender-Neutral,938,1145
1170,2022,IIT-Jodhpur,Chemistry with Specialization,4 Years,BSc,GEN,Gender-Neutral,13861,15787
1171,2022,IIT-Jodhpur,Chemistry with Specialization,4 Years,BSc,GEN,Female-Only,23045,23481
1172,2022,IIT-Jodhpur,Chemistry with Specialization,4 Years,BSc,GEN-EWS,Gender-Neutral,2353,2353
1173,2022,IIT-Jodhpur,Chemistry with Specialization,4 Years,BSc,OBC-NCL,Gender-Neutral,5432,5507
1174,2022,IIT-Jodhpur,Chemistry with Specialization,4 Years,BSc,SC,Gender-Neutral,2934,2956
1175,2022,IIT-Jodhpur,Chemistry with Specialization,4 Years,BSc,ST,Gender-Neutral,1500,1500
1176,2022,IIT-Jodhpur,Civil and Infrastructure Engineering,4 Years,B.Tech,GEN,Gender-Neutral,11019,13138
1177,2022,IIT-Jodhpur,Civil and Infrastructure Engineering,4 Years,B.Tech,GEN,Female-Only,19471,21250
1178,2022,IIT-Jodhpur,Civil and Infrastructure Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1801,1940
1179,2022,IIT-Jodhpur,Civil and Infrastructure Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,3304,3304
1180,2022,IIT-Jodhpur,Civil and Infrastructure Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,4113,4706
